Ticker,IssueDate,AssetClass,Industry,sub-industry,Maturity,AnnounceDate,MtyType,Currency,%Women,%IndependentDirectors,AmtIssued,CouponType,BBGComposite,S&PRating,MoodyRating,Country/Region,CO2perEnergy,CO2perSales,CO2perEmployee
GRTSJ,3/9/2018,Corporates,REIT,Real Estate,3/9/2023,3/7/2018,AT MATURITY,ZAR,20,60,25390710,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SOUTH AFRICA,68.85169568,3.768060809,74.76243927
LNGHDV,3/7/2017,Corporates,Industrial,Real Estate,3/7/2024,2/27/2017,PUTABLE,CNY,#N/A N/A,#N/A N/A,145026000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
BAFIN,7/14/2016,Corporates,Financial,Consumer Finance,7/14/2021,7/14/2016,AT MATURITY,INR,8.333330154,58.33330154,1496360,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDIA,#N/A N/A,#N/A N/A,#N/A N/A
CENLEA,10/15/2018,Corporates,Financial,Commercial Finance,10/13/2023,10/5/2018,AT MATURITY,JPY,0,33.33330154,89443400,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,0.006570893,0.125472291
NANJBK,4/27/2017,Corporates,Bank,Banks,4/27/2022,4/20/2017,AT MATURITY,CNY,36.36360168,36.36360168,145089000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/4/2018,Corporates,Bank,Banks,6/5/2023,5/16/2018,AT MATURITY,BRL,#N/A N/A,#N/A N/A,2671760,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/8/2027,1/4/2018,AT MATURITY,MYR,10,50,6241575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,8/27/2015,Corporates,Industrial,Renewable Energy,8/27/2030,8/24/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
SINKAM,1/30/2018,Corporates,Industrial,Power Generation,1/28/2022,1/23/2018,AT MATURITY,MYR,#N/A N/A,#N/A N/A,3845655,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/27/2017,Corporates,Bank,Banks,7/28/2021,6/23/2017,AT MATURITY,BRL,#N/A N/A,#N/A N/A,1903404,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/21/2015,Corporates,Industrial,Renewable Energy,5/21/2025,5/18/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
SDPUBH,11/15/2018,Corporates,Industrial,Industrial Other,11/15/2021,11/9/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,37468860,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
LESHBA,6/5/2017,Corporates,Bank,Banks,6/5/2022,5/26/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,29442000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/25/2036,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,4412019,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JUJGBK,11/6/2018,Corporates,Bank,Banks,11/6/2021,10/29/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,433560000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/3/2016,Corporates,Bank,Banks,6/3/2019,5/25/2016,AT MATURITY,BRL,#N/A N/A,#N/A N/A,163855329.4,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
GDHXBK,7/12/2018,Corporates,Bank,Banks,7/12/2021,7/5/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,300694000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
TERP,7/17/2015,Corporates,Industrial,Power Generation,6/15/2025,7/14/2015,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,300000000,STEP CPN,NR,NR,WR,UNITED STATES,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BOKLUN,12/22/2017,Corporates,Bank,Banks,12/22/2020,12/15/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,15231400,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
HBFINL,8/18/2017,Corporates,Financial,Commercial Finance,8/18/2020,8/11/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,74998500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
SMIPIJ,7/6/2018,Corporates,Financial,Commercial Finance,7/6/2021,6/5/2018,AT MATURITY,IDR,#N/A N/A,#N/A N/A,9171204.5,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,INDONESIA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/30/2018,Corporates,Bank,Banks,1/30/2022,7/25/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
RIKSHM,5/7/2015,Corporates,REIT,Real Estate,5/7/2018,4/28/2015,AT MATURITY,SEK,#N/A N/A,#N/A N/A,48362000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
SOCGEN,11/25/2015,Corporates,Bank,Diversified Banks,11/25/2020,11/18/2015,AT MATURITY,EUR,42.85710144,78.5714035,531160000,FIXED,NR,NR,WR,FRANCE,237.1123453,3.887276725,1.049425562
GLBL,8/5/2015,Corporates,Industrial,Power Generation,8/15/2022,7/31/2015,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,810000000,FIXED,NR,NR,WR,UNITED STATES,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TAIPWR,5/15/2018,Corporates,Industrial,Utilities,5/15/2028,3/2/2018,AT MATURITY,TWD,#N/A N/A,#N/A N/A,80274240,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
TAIPWR,12/15/2017,Corporates,Industrial,Utilities,12/15/2027,10/18/2017,AT MATURITY,TWD,#N/A N/A,#N/A N/A,90135180,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
BKUSAV,10/1/2018,Corporates,Bank,Banks,10/1/2024,8/30/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,3470610,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,AUSTRIA,#N/A N/A,#N/A N/A,#N/A N/A
SHALIP,12/1/2017,Corporates,Industrial,Containers & Packaging,12/1/2022,11/29/2017,PUTABLE,CNY,#N/A N/A,#N/A N/A,37965000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,12/20/2018,Corporates,Financial,Financial Services,1/10/2029,11/29/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,572930,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
SISEBZ,10/4/2018,Corporates,Industrial,Power Generation,12/15/2033,9/15/2018,SINKABLE,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,34363440,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BEIJII,9/12/2018,Corporates,Industrial,Travel & Lodging,#N/A Field Not Applicable,9/10/2018,PERP/CALL,CNY,#N/A N/A,#N/A N/A,145522000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,8/3/2018,Corporates,Industrial,Power Generation,8/3/2023,7/31/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,146007000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,2/9/2018,Corporates,REIT,Real Estate,3/1/2024,2/2/2018,AT MATURITY,SEK,66.66670227,55.55559921,36911400,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
TSLAEN,4/23/2015,Corporates,Industrial,Renewable Energy,4/23/2030,4/20/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/1/2015,Corporates,Industrial,Renewable Energy,10/1/2025,9/28/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
FABGSS,9/3/2018,Corporates,REIT,Real Estate,9/3/2025,8/24/2018,AT MATURITY,SEK,33.33330154,100,32966700,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,17.18964778,0.512473259,7.528795622
TSLAEN,4/2/2015,Corporates,Industrial,Renewable Energy,4/2/2025,3/30/2015,AT MATURITY,USD,22.22220039,77.77780151,15000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
DAIO,10/25/2018,Corporates,Industrial,Forest & Paper Products Manufacturing,10/24/2025,10/19/2018,AT MATURITY,JPY,0,18.75,133210200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,141.8512684,6.31184427,330.1742294
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/6/2033,10/4/2017,AT MATURITY,MYR,40,80,8259405,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
TSLAEN,11/19/2015,Corporates,Industrial,Renewable Energy,11/19/2030,11/16/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
SOGNOG,5/23/2018,Corporates,Industrial,Power Generation,5/23/2025,5/14/2018,AT MATURITY,NOK,#N/A N/A,#N/A N/A,36993300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
PNBMK,12/29/2017,Corporates,Industrial,Real Estate,12/29/2025,12/20/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,14773260,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ACAFP,12/22/2017,Corporates,Bank,Banks,12/22/2027,12/11/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,11853200,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,12/22/2017,Corporates,Bank,Banks,12/22/2029,12/7/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,17779800,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/20/2018,Corporates,Financial,Financial Services,7/20/2025,6/26/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,1127520,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,1/16/2018,Corporates,REIT,Real Estate,1/16/2023,1/8/2018,AT MATURITY,SEK,66.66670227,55.55559921,37284300,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
DQRURA,12/13/2018,Corporates,Bank,Banks,12/13/2021,12/7/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,29062600,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
CQTGBK,12/27/2018,Corporates,Bank,Banks,12/27/2021,12/21/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,291278000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
SINKAM,1/30/2018,Corporates,Industrial,Power Generation,1/28/2028,1/23/2018,AT MATURITY,MYR,#N/A N/A,#N/A N/A,3845655,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
RICOHL,9/7/2018,Corporates,Financial,Commercial Finance,9/7/2023,8/31/2018,AT MATURITY,JPY,21.42860031,50,90085600,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,0.027198473,0.929942401
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2026,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,3825450,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/26/2030,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,3825450,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2034,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,2550300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2035,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,3825450,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2027,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,3825450,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TENN,5/12/2016,Corporates,Industrial,Utilities,5/12/2026,5/12/2016,AT MATURITY,EUR,60,100,569320000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,NETHERLANDS,10314.14184,484.9452931,563.9551256
QILUBK,11/5/2018,Corporates,Bank,Banks,11/5/2021,10/29/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,433164000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,5/24/2017,Corporates,REIT,Real Estate,5/24/2022,5/17/2017,AT MATURITY,SEK,66.66670227,55.55559921,95355380,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
INDUBK,11/26/2018,Corporates,Bank,Banks,11/26/2021,11/20/2018,AT MATURITY,CNY,0,38.46149826,4322280000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,0.138510749,0.862150945
NERGEN,2/13/2017,Corporates,Industrial,Renewable Energy,2/13/2022,2/6/2017,CALLABLE,USD,#N/A Field Not Applicable,#N/A Field Not Applicable,475000000,FIXED,NR,#N/A N/A,WR,MAURITIUS,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BAC,11/9/2016,Corporates,Bank,Diversified Banks,11/9/2020,11/4/2016,CALLABLE,USD,35.29410172,94.11759949,1000000000,FIXED,NR,NR,WR,UNITED STATES,336.9898752,7.584024238,3.338145655
QBEAU,4/24/2017,Corporates,Insurance,Property & Casualty Insurance,10/21/2022,4/20/2017,CALLABLE,USD,33.33330154,100,300000000,FIXED,NR,NR,#N/A N/A,AUSTRALIA,569.506444,1.619007777,1.651534649
HUMFAS,5/28/2018,Corporates,REIT,Real Estate,5/28/2021,5/18/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,45376800,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
HUMFAS,5/28/2018,Corporates,REIT,Real Estate,5/28/2021,5/18/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,79409400,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
ICBCAS,10/12/2017,Corporates,Industrial,Banks,10/12/2020,9/28/2017,AT MATURITY,EUR,16.66670036,41.66669846,1301872000,FLOATING,NR,#N/A N/A,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,11/25/2013,Corporates,REIT,Real Estate,5/25/2016,11/18/2013,AT MATURITY,SEK,66.66670227,55.55559921,152272000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
CWENA,8/5/2014,Corporates,Industrial,Power Generation,8/15/2024,7/31/2014,CALLABLE,USD,#N/A N/A,#N/A N/A,500000000,EXCHANGED,NR,BB,WR,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ESSITY,4/2/2014,Corporates,Industrial,Consumer Products,4/2/2019,3/25/2014,AT MATURITY,SEK,50,58.33330154,77120000,FIXED,NR,NR,WR,SWEDEN,220.2247191,22.53761745,59.54344241
CWENA,7/21/2015,Corporates,Industrial,Power Generation,8/15/2024,6/22/2015,CALLABLE,USD,#N/A N/A,#N/A N/A,500000000,FIXED,NR,NR,WR,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
HSBC,12/3/2015,Corporates,Bank,Banks,12/3/2020,11/25/2015,AT MATURITY,EUR,#N/A N/A,#N/A N/A,545085000,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
CHENER,9/26/2016,Corporates,Industrial,Renewable Energy,9/26/2023,9/21/2016,PUTABLE,CNY,#N/A N/A,#N/A N/A,75052500,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
WINDMW,12/17/2015,Corporates,Industrial,Renewable Energy,12/30/2021,12/7/2015,SINKABLE,EUR,#N/A N/A,#N/A N/A,81142500,FIXED,BBB-,BBB-,Baa3,GERMANY,#N/A N/A,#N/A N/A,#N/A N/A
JUJGBK,8/17/2018,Corporates,Bank,Banks,8/17/2021,8/10/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,145400000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,9/14/2018,Corporates,REIT,Real Estate,9/14/2022,9/7/2018,AT MATURITY,SEK,66.66670227,55.55559921,22119000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
MUFJLF,4/17/2018,Corporates,Financial,Commercial Finance,4/17/2023,4/11/2018,AT MATURITY,JPY,0,22.22220039,93505600,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,JAPAN,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,5/14/2015,Corporates,Industrial,Renewable Energy,5/14/2025,5/11/2015,AT MATURITY,USD,22.22220039,77.77780151,10000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,4/2/2015,Corporates,Industrial,Renewable Energy,4/2/2030,3/30/2015,AT MATURITY,USD,22.22220039,77.77780151,24000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,3/26/2015,Corporates,Industrial,Renewable Energy,3/26/2025,3/23/2015,AT MATURITY,USD,22.22220039,77.77780151,100000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
AGDERE,11/2/2017,Corporates,Industrial,Power Generation,11/2/2027,10/26/2017,AT MATURITY,NOK,#N/A N/A,#N/A N/A,92138250,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,10/16/2015,Corporates,Industrial,Renewable Energy,10/16/2030,10/13/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,11/19/2015,Corporates,Industrial,Renewable Energy,11/19/2025,11/16/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,12/3/2015,Corporates,Industrial,Renewable Energy,12/3/2030,11/30/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
BAZFIN,5/16/2018,Corporates,Industrial,Utilities,5/16/2049,5/8/2018,SINKABLE,GBP,#N/A N/A,#N/A N/A,67491500,FIXED,BBB+,#N/A N/A,Baa1,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,12/28/2017,Corporates,Bank,Banks,12/29/2021,11/27/2017,AT MATURITY,MXN,#N/A N/A,#N/A N/A,860681.1,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
PNBMK,12/29/2017,Corporates,Industrial,Real Estate,12/29/2022,12/20/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,2462210,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
INDUBK,11/17/2016,Corporates,Bank,Banks,11/17/2021,11/10/2016,AT MATURITY,CNY,0,38.46149826,2907360000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,0.138510749,0.862150945
TSLAEN,8/6/2015,Corporates,Industrial,Renewable Energy,8/6/2030,8/3/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
HZBANK,12/7/2018,Corporates,Bank,Banks,12/7/2021,11/30/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,72733500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,7/23/2015,Corporates,Industrial,Renewable Energy,7/23/2030,7/20/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
GUIYAN,8/31/2018,Corporates,Bank,Banks,8/31/2021,8/24/2018,AT MATURITY,CNY,30,50,731135000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,12/21/2017,Corporates,Bank,Banks,12/22/2021,11/21/2017,AT MATURITY,INR,#N/A N/A,#N/A N/A,1359166.2,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2022,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,2550300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
NOELEK,11/12/2014,Corporates,Industrial,Utilities,11/12/2021,11/4/2014,AT MATURITY,NOK,#N/A Field Not Applicable,#N/A Field Not Applicable,14719600,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BKOFGS,5/24/2017,Corporates,Bank,Banks,5/24/2020,5/17/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,145503000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,465.6681666,0.728018514,2.602809902
ZHOSCI,10/26/2017,Corporates,Industrial,Electrical Equipment Manufacturing,10/26/2020,10/24/2017,PUTABLE,CNY,25,37.5,15062400,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
DJENVM,3/10/2017,Corporates,Industrial,Waste & Environment Services & Equipment,3/10/2020,3/8/2017,PUTABLE,CNY,25,37.5,86919000,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,1/31/2017,Corporates,Bank,Banks,1/30/2020,1/5/2017,AT MATURITY,BRL,#N/A N/A,#N/A N/A,961661.4,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
LUYNBK,5/12/2017,Corporates,Bank,Banks,5/12/2020,5/5/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,145089000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
CHASHB,7/20/2017,Corporates,Bank,Banks,7/20/2020,7/13/2017,AT MATURITY,CNY,15.38459969,38.46149826,444894000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
BOCOM,10/30/2017,Corporates,Bank,Banks,10/30/2020,10/23/2017,AT MATURITY,CNY,7.142859936,42.85710144,3013900000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,2/28/2018,Corporates,Bank,Banks,2/26/2021,1/16/2018,AT MATURITY,INR,#N/A N/A,#N/A N/A,6750744,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
BOBJ,11/30/2017,Corporates,Bank,Banks,11/30/2020,11/23/2017,AT MATURITY,CNY,21.42860031,42.85710144,2270970000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
BOKLUN,5/28/2018,Corporates,Bank,Banks,5/28/2021,5/21/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,62506800,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
